Time, trainValue,c_shift7~ConsumptionReferenceConfiguration~7~0~1.0~false,dayCos~DayCosFactorReferenceConfiguration~0~0~1.0~false,daySin~DaySinFactorReferenceConfiguration~0~0~1.0~false,temp_shift_7~ApparentTemReferenceConfiguration~7~0~1.0~false~telaviv,temperature~ApparentTemReferenceConfiguration~0~0~1.0~false~telaviv,weekCos~WeekCosFactorReferenceConfiguration~0~0~1.0~false,weekSin~WeekSinFactorReferenceConfiguration~0~0~1.0~false,yearCos~YearCosFactorReferenceConfiguration~0~0~1.0~false,yearSin~YearSinFactorReferenceConfiguration~0~0~1.0~false
2024-12-29T00:30+02:00[Asia/Jerusalem],4025769.167,3659794.167,0.923879532507469,-0.382683432374308,13.1937498450279,12.5937503576279,-0.875223421908064,0.483718887106487,0.982327548245376,0.187169944056807
2024-12-29T01:00+02:00[Asia/Jerusalem],3856184.167,3597359.167,0.96592582628392,-0.258819045121735,13.1062503457069,12.5500001907349,-0.884115393504253,0.467268628273737,0.982260360450086,0.187522223452229
2024-12-29T01:30+02:00[Asia/Jerusalem],3800858.333,3499395,0.991444861373719,-0.130526192220749,13.0500001907349,12.4437498450279,-0.892698209243566,0.450654975800035,0.982193046321406,0.187874478729485
2024-12-29T02:00+02:00[Asia/Jerusalem],3689705.833,3471469.167,1,3.93371137E-12,13,12.25,-0.900968867902663,0.433883739117052,0.982125605867995,0.188226709843271
2024-12-29T02:30+02:00[Asia/Jerusalem],3604620,3487455.833,0.991444861372692,0.130526192228549,13,12.1000003218651,-0.908924477412721,0.416960782760215,0.982058039098538,0.188578916748227
2024-12-29T03:00+02:00[Asia/Jerusalem],3542317.5,3469348.333,0.965925826289416,0.258819045101222,12.9499998092651,12.0125000476837,-0.916562255869276,0.399892024321346,0.981990346021702,0.188931099399167
2024-12-29T03:30+02:00[Asia/Jerusalem],3522032.5,3461202.5,0.923879532510027,0.382683432368132,12.8999996185303,12.1000003218651,-0.92387953251087,0.382683432366096,0.981922526646216,0.189283257750684
2024-12-29T04:00+02:00[Asia/Jerusalem],3558695,3501060,0.86602540378775,0.499999999994265,12.8999996185303,12.1375001072884,-0.930873748644049,0.365341024366792,0.98185458098078,0.189635391757595
2024-12-29T04:30+02:00[Asia/Jerusalem],3614702.5,3516720.833,0.793353340292444,0.608761429007146,12.8999996185303,11.9499998688698,-0.937542458544081,0.347870864585006,0.981786509034156,0.1899875013745
2024-12-29T05:00+02:00[Asia/Jerusalem],3670081.667,3606668.333,0.707106781194962,0.707106781178133,12.8999996185303,11.8062501549721,-0.943883330307463,0.330279061957753,0.981718310815076,0.190339586556223
